CreditScore,Geography,Gender,Age,EstimatedSalary,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited,Tenure
749,Germany,Male,46.0,73470.98,78136.36,2,1,1,0,10
667,France,Male,23.0,91573.19,0.0,2,0,0,0,1
670,Spain,Male,30.0,3154.95,133446.34,1,0,0,0,3
670,France,Female,33.0,88187.81,0.0,2,1,1,0,7
623,Germany,Female,48.0,118855.26,108076.33,1,0,0,1,1
571,France,Male,32.0,125256.53,131354.25,1,0,0,0,5
641,Germany,Female,37.0,39016.43,62974.64,2,1,1,0,7
551,Germany,Female,30.0,145796.49,143340.44,1,0,0,0,2
741,Germany,Male,36.0,168816.22,116993.43,2,0,0,0,8
472,France,Male,31.0,73322.0,58662.92,2,1,1,0,4
650,Spain,Male,41.0,113677.53,128808.65,3,0,0,1,3
625,France,Male,45.0,124607.7,137555.44,1,0,0,0,7
650,Germany,Male,34.0,11276.48,142393.11,1,1,1,0,4
535,France,Female,38.0,136620.64,0.0,2,0,0,0,8
649,France,Female,41.0,70523.92,125785.23,1,1,1,0,2
689,France,Male,22.0,51980.25,136444.25,1,0,0,1,4
694,Spain,Male,38.0,113481.02,121527.4,1,0,0,0,7
655,Germany,Male,52.0,49025.79,144696.75,1,1,1,0,9
620,France,Male,36.0,145937.99,0.0,2,1,1,0,8
577,France,Female,35.0,25161.61,0.0,2,1,1,0,10
401,Germany,Male,48.0,175753.55,128140.17,1,0,0,1,8
599,France,Male,25.0,24903.09,120383.41,1,1,1,0,6
481,France,Female,57.0,169719.35,0.0,3,1,1,1,9
704,France,Male,42.0,179565.57,129735.3,2,1,1,0,8
698,Spain,Female,31.0,115337.74,185078.26,1,0,0,1,8
480,France,Female,28.0,48131.92,0.0,2,0,0,0,6
682,France,Male,42.0,160828.98,0.0,1,1,1,0,0
700,Spain,Male,31.0,145151.96,0.0,2,1,1,0,7
492,France,Male,29.0,196293.76,144591.96,1,1,1,0,1
444,France,Female,45.0,161653.5,0.0,2,0,0,1,4
624,France,Male,36.0,84635.64,0.0,2,0,0,0,6
709,France,Male,37.0,159486.76,0.0,1,0,0,0,7
557,Germany,Male,68.0,38596.34,100194.44,1,1,1,0,2
646,Germany,Male,50.0,27814.74,145295.31,2,1,1,0,6
719,Germany,Male,28.0,183893.31,106070.29,2,1,1,0,3
706,Germany,Female,47.0,140803.7,120621.89,1,1,1,0,6
660,France,Male,38.0,146585.53,0.0,2,1,1,0,7
667,France,Male,36.0,40062.29,0.0,2,1,1,0,9
705,France,Male,30.0,181300.32,0.0,1,1,1,0,1
598,Germany,Female,27.0,84136.12,171283.91,1,1,1,0,10
669,France,Male,26.0,197594.34,0.0,2,1,1,0,4
580,Germany,Female,38.0,125953.83,128218.47,1,0,0,1,1
676,France,Female,32.0,75465.41,0.0,2,1,1,0,5
714,Germany,Male,28.0,177737.07,77776.39,1,0,0,0,7
597,Germany,Female,72.0,7144.46,124978.19,2,1,1,0,6
559,France,Male,29.0,155639.76,0.0,2,0,0,0,1
564,France,Female,28.0,162428.05,0.0,1,1,1,0,1
850,Spain,Male,51.0,12457.76,109799.55,2,1,1,1,3
689,France,Male,39.0,14917.09,0.0,2,0,0,0,7
758,Germany,Female,61.0,182184.09,125397.21,1,0,0,1,8
604,Spain,Female,71.0,129984.2,0.0,2,1,1,0,10
733,Germany,Male,38.0,194872.97,111347.37,2,1,1,0,9
778,Spain,Male,40.0,117507.11,104291.41,2,1,1,0,8
732,Germany,Female,61.0,157527.6,94867.18,2,1,1,1,9
646,France,Male,24.0,92612.88,0.0,2,0,0,0,8
597,France,Female,33.0,74850.84,135703.59,2,0,0,0,6
821,Germany,Female,37.0,127413.0,106453.53,2,1,1,0,5
640,France,Male,43.0,69584.3,132412.38,1,0,0,1,7
511,Germany,Female,40.0,198814.24,124401.6,1,0,0,1,9
805,France,Male,46.0,162643.15,118022.06,3,0,0,1,6
540,Germany,Male,39.0,114092.52,82531.11,1,0,0,0,1
705,Spain,Male,44.0,68860.3,184552.12,1,0,0,1,0
540,Germany,Male,39.0,16150.34,127278.31,1,1,1,0,4
532,Spain,Female,66.0,115227.02,0.0,1,1,1,0,3
535,France,Female,45.0,170621.55,0.0,2,1,1,0,2
627,Germany,Male,23.0,103099.22,184244.86,1,0,0,0,5
646,France,Male,52.0,172495.81,59669.43,1,0,0,1,8
515,France,Female,25.0,38772.82,79543.59,1,1,1,0,7
697,France,Female,39.0,44946.29,151553.19,1,1,1,0,6
652,Germany,Male,27.0,146007.7,166527.88,2,1,1,0,2
579,Germany,Male,28.0,145558.42,150329.15,1,0,0,0,6
760,France,Male,43.0,193312.33,121911.59,1,0,0,0,8
769,France,Male,51.0,40257.79,156773.78,2,0,0,0,9
498,Spain,Male,29.0,46677.9,127864.26,1,1,1,0,8
774,France,Male,53.0,153887.93,113709.28,1,1,1,1,4
705,Germany,Female,43.0,103108.33,79974.55,1,1,1,0,7
648,France,Female,44.0,58652.23,0.0,2,1,1,0,2
688,France,Female,51.0,91624.11,0.0,1,0,0,1,5
592,Spain,Male,38.0,65986.48,0.0,1,0,0,1,0
705,France,Male,33.0,113845.19,144427.96,2,0,0,0,3
654,France,Male,42.0,67607.9,99263.09,1,1,1,0,7
624,France,Female,32.0,145471.94,79368.87,2,1,1,0,2
594,France,Female,30.0,124071.71,0.0,2,1,1,0,10
695,Spain,Female,34.0,67502.12,0.0,2,1,1,0,9
597,France,Male,28.0,78707.97,0.0,3,1,1,0,2
758,France,Female,52.0,171189.83,125095.94,1,0,0,1,7
737,Germany,Female,40.0,149381.32,162485.8,2,0,0,0,2
694,Germany,Male,37.0,100335.55,95668.82,2,0,0,0,1
683,France,Male,25.0,152698.24,0.0,2,0,0,0,4
538,Spain,Female,30.0,41192.95,0.0,2,1,1,0,8
669,France,Male,37.0,132540.33,0.0,1,0,0,0,4
730,France,Female,34.0,96875.52,74197.38,2,0,0,0,5
622,France,Female,31.0,152305.47,89688.94,1,1,1,0,1
714,Spain,Female,33.0,49672.01,103121.33,2,1,1,0,10
569,Spain,Female,34.0,133997.53,0.0,1,0,0,0,3
668,Germany,Female,59.0,50454.8,120170.07,1,1,1,0,5
628,France,Male,32.0,16402.11,149136.31,2,1,1,0,9
600,France,Male,40.0,67803.83,141136.79,1,1,1,0,1
693,France,Female,43.0,9241.78,152341.55,1,0,0,0,4
704,France,Male,36.0,100601.73,120026.98,2,1,1,0,7
527,Spain,Male,33.0,98734.15,132168.28,1,0,0,0,9
553,Germany,Male,43.0,160574.09,85200.82,2,1,1,0,6
575,Spain,Male,53.0,26015.8,84903.33,2,1,1,0,1
626,France,Female,32.0,187172.54,0.0,2,0,0,0,0
582,France,Male,20.0,55763.66,0.0,1,1,1,0,4
683,Spain,Male,40.0,75848.22,0.0,1,0,0,0,8
850,France,Male,30.0,40313.47,121535.18,1,0,0,0,9
653,Spain,Male,35.0,23864.21,116662.96,2,1,1,0,6
679,France,Male,60.0,51380.9,0.0,2,1,1,0,8
549,Germany,Female,49.0,93551.36,124829.16,1,1,1,0,6
850,Spain,Female,36.0,169415.54,155180.56,2,0,0,0,2
558,Germany,Female,32.0,6935.31,108262.87,1,1,1,0,1
528,Spain,Male,40.0,25399.7,0.0,2,0,0,0,4
801,France,Male,38.0,66256.27,0.0,2,0,0,0,5
513,Spain,Male,48.0,114709.13,0.0,1,1,1,1,2
666,Germany,Male,38.0,158357.97,99812.88,2,1,1,0,6
606,France,Male,35.0,164815.59,132164.26,1,1,1,0,2
599,Germany,Male,45.0,132127.69,103583.05,1,0,0,1,10
544,Germany,Male,39.0,146637.45,142406.43,2,0,0,0,4
529,Spain,Male,38.0,90256.06,99842.5,2,0,0,1,7
850,France,Female,41.0,34827.43,0.0,2,1,1,0,5
497,France,Male,41.0,22074.48,0.0,1,0,0,0,9
764,France,Female,39.0,109805.17,81042.42,1,1,1,0,5
603,France,Female,48.0,100478.6,0.0,1,0,0,1,5
609,France,Male,40.0,97416.34,0.0,2,1,1,0,6
487,France,Male,53.0,24207.86,199689.49,1,1,1,1,4
748,France,Male,33.0,69132.66,142645.43,1,0,0,0,1
710,Spain,Female,75.0,9376.89,0.0,2,1,1,0,5
432,Germany,Female,45.0,43046.7,110219.14,1,0,0,1,3
534,Spain,Male,51.0,20856.31,0.0,2,1,1,0,3
607,France,Male,25.0,187048.72,0.0,2,0,0,0,3
551,Spain,Male,32.0,53420.53,0.0,2,0,0,0,4
674,France,Male,45.0,37013.29,142072.02,1,0,0,0,7
525,France,Female,25.0,89566.64,0.0,2,0,0,0,6
645,Germany,Male,33.0,149913.84,149564.61,1,0,0,0,8
755,France,Female,43.0,18066.69,0.0,2,0,0,0,9
708,Germany,Male,37.0,26912.34,153366.13,1,1,1,0,8
715,France,Male,21.0,173511.72,76467.16,1,1,1,0,6
727,France,Female,26.0,146785.44,121508.28,1,1,1,0,9
559,Spain,Female,27.0,1050.33,0.0,1,1,1,0,1
545,Spain,Male,36.0,89587.34,73211.12,2,0,0,1,8
524,France,Male,22.0,74405.34,0.0,2,0,0,0,9
707,France,Female,55.0,54409.48,0.0,2,1,1,0,1
671,Spain,Male,38.0,3647.57,92674.94,2,0,0,0,0
439,Spain,Male,52.0,198874.52,96196.24,4,0,0,1,3
667,Germany,Female,36.0,53412.54,114391.62,1,1,1,0,1
831,Germany,Male,32.0,194867.78,80262.66,1,0,0,0,9
545,Spain,Female,33.0,150452.88,173331.52,1,0,0,0,7
604,Spain,Female,35.0,57807.05,147285.52,1,1,1,0,7
657,Spain,Male,67.0,107534.32,119785.47,2,1,1,0,5
487,Spain,Female,36.0,194073.33,140137.15,1,0,0,0,1
750,Germany,Female,52.0,126233.18,107467.56,1,0,0,1,6
694,Germany,Female,37.0,182354.46,98218.04,2,0,0,1,8
711,Germany,Female,35.0,120586.32,133607.75,1,1,1,0,2
551,France,Male,37.0,50578.4,0.0,2,1,1,0,3
559,France,Female,38.0,86575.46,95139.41,1,1,1,0,8
620,France,Female,29.0,153392.28,0.0,2,1,1,0,3
660,Spain,Male,42.0,115509.59,0.0,2,0,0,0,5
449,France,Female,37.0,82176.48,0.0,2,0,0,0,6
703,Germany,Female,26.0,63717.49,97331.19,1,0,0,0,1
795,Germany,Male,37.0,198745.94,139265.63,2,1,1,0,2
594,France,Female,31.0,5719.11,0.0,1,1,1,0,9
586,Spain,Male,34.0,20058.61,168094.01,1,0,0,0,5
613,Germany,Female,30.0,170638.98,131563.88,2,0,0,0,5
601,France,Male,44.0,30607.11,0.0,2,0,0,0,3
657,France,Male,50.0,37171.46,0.0,2,0,0,0,9
531,France,Male,31.0,42589.33,0.0,1,1,1,0,3
621,Germany,Male,47.0,66799.28,107363.29,1,1,1,0,7
782,France,Female,33.0,101866.39,94493.03,1,1,1,0,2
528,Germany,Female,29.0,49284.0,170214.23,2,0,0,0,9
696,France,Male,52.0,27445.4,139781.06,1,0,0,1,6
586,France,Female,35.0,70760.69,0.0,2,0,0,0,7
626,Spain,Female,26.0,104502.02,148610.41,3,1,1,1,8
498,France,Male,73.0,165407.96,170241.7,2,1,1,0,2
691,France,Female,33.0,113580.79,128306.83,1,1,1,0,1
568,France,Female,47.0,45978.39,0.0,2,1,1,0,7
715,France,Female,35.0,152012.36,0.0,1,1,1,0,3
680,Germany,Male,32.0,77349.92,175454.0,1,1,1,0,7
802,Spain,Male,41.0,47322.05,0.0,2,0,0,0,6
539,France,Female,22.0,38772.65,100885.93,2,1,1,0,0
494,France,Male,69.0,24489.44,93320.8,1,1,1,0,9
594,Germany,Male,38.0,14466.08,63176.44,2,1,1,0,6
596,France,Male,33.0,63142.12,139451.67,1,0,0,0,2
649,France,Female,52.0,41858.43,49113.75,1,0,0,0,8
699,Germany,Male,32.0,127443.82,123906.22,3,1,1,1,1
787,France,Female,40.0,84151.98,0.0,2,1,1,0,6
604,France,Male,28.0,58595.64,0.0,2,0,0,0,7
489,Germany,Female,52.0,37240.11,131441.51,1,0,0,1,1
651,France,Male,56.0,114522.68,0.0,1,0,0,1,2
698,France,Male,57.0,72549.27,136325.48,2,1,1,1,6
578,Germany,Female,38.0,176712.59,113150.44,2,0,0,1,4
538,Spain,Female,42.0,152855.96,0.0,1,0,0,0,9
696,France,Female,33.0,73371.65,0.0,2,1,1,0,4
507,Germany,Female,46.0,70323.68,102785.16,1,1,1,0,8
685,Spain,Male,34.0,9663.28,83264.28,1,0,0,0,6
705,Germany,Male,41.0,142514.66,72252.64,2,1,1,0,4
499,Germany,Female,29.0,118623.94,148051.52,1,0,0,0,6
717,France,Female,76.0,68400.14,138489.66,1,1,1,0,9
510,France,Male,63.0,115291.86,0.0,2,1,1,0,8
632,France,Male,32.0,170382.99,111589.33,1,1,1,0,6
668,Germany,Female,39.0,112946.67,122104.79,1,0,0,1,0
744,Germany,Male,32.0,79812.77,96106.83,1,1,1,0,4
663,Germany,Male,42.0,19862.78,115930.87,1,0,0,0,7
638,Germany,Female,37.0,158610.89,124513.66,2,0,0,0,7
688,France,Female,54.0,191212.63,0.0,1,0,0,1,9
588,Spain,Male,46.0,61931.21,0.0,1,0,0,0,8
631,France,Male,33.0,58043.02,0.0,1,1,1,1,7
687,Spain,Male,35.0,22247.27,100988.39,2,0,0,0,8
599,France,Male,44.0,31448.52,118577.24,1,1,1,0,10
718,Spain,Male,28.0,146875.86,0.0,2,0,0,0,6
730,France,Male,27.0,116081.93,0.0,2,1,1,0,5
533,France,Female,39.0,73669.94,0.0,1,1,1,1,2
711,Spain,Female,28.0,93959.96,0.0,2,1,1,0,5
555,Spain,Female,26.0,158918.03,0.0,2,1,1,0,9
850,France,Female,42.0,198193.75,113311.11,1,1,1,0,9
678,France,Female,41.0,13160.03,0.0,1,0,0,0,9
576,France,Male,32.0,4660.91,0.0,2,0,0,0,7
835,Germany,Male,20.0,180197.74,124365.42,1,0,0,1,4
592,France,Male,42.0,63023.02,147249.29,2,1,1,0,1
774,France,Male,36.0,118971.74,103688.19,1,1,1,0,7
620,France,Female,29.0,154700.61,138740.24,2,0,0,0,1
519,Spain,Male,39.0,97577.17,111900.14,1,1,1,0,4
734,Spain,Female,37.0,48990.5,152760.24,1,1,1,0,0
763,Germany,Male,31.0,140262.96,143966.3,2,1,1,1,7
733,France,Male,51.0,130189.53,141556.96,1,0,0,0,10
650,France,Female,43.0,16301.91,0.0,2,1,1,0,6
538,France,Female,33.0,126962.41,0.0,2,0,0,0,5
577,France,Female,46.0,158750.53,0.0,1,1,1,0,1
792,France,Male,30.0,199644.2,0.0,2,0,0,0,8
686,France,Female,41.0,144272.71,0.0,1,1,1,1,10
589,France,Male,29.0,98320.27,0.0,2,1,1,0,2
530,France,Male,25.0,64129.03,162560.32,1,0,0,0,9
778,Germany,Female,29.0,181221.09,123229.46,1,0,0,0,7
616,Spain,Male,31.0,163809.08,76665.71,2,1,1,0,7
550,France,Male,38.0,171457.06,140278.99,3,1,1,1,9
655,France,Female,51.0,15801.02,0.0,2,1,1,0,3
721,France,Male,46.0,102950.79,115764.32,2,0,0,0,1
499,Germany,Male,36.0,174918.46,131142.53,2,0,0,0,5
511,France,Male,45.0,193160.25,68375.27,1,0,0,1,5
579,Germany,Female,39.0,5831.0,117833.3,3,0,0,1,5
696,Spain,Female,36.0,82298.59,0.0,2,1,1,0,7
681,France,Male,34.0,130686.59,0.0,2,0,0,0,7
815,France,Male,45.0,52885.23,0.0,1,1,1,1,7
681,Spain,Male,30.0,68985.99,111093.01,1,0,0,0,2
641,Spain,Male,42.0,35367.19,132657.55,1,0,0,0,9
591,France,Female,56.0,196241.94,128882.49,1,1,1,1,9
565,Germany,Male,59.0,170705.53,69129.59,1,1,1,0,9
487,France,Male,37.0,126477.41,0.0,2,1,1,0,6
729,France,Male,39.0,159618.17,121404.64,1,1,1,0,4
505,Spain,Female,45.0,195395.33,131355.3,3,0,0,1,9
580,France,Female,35.0,168285.85,102097.33,1,1,1,0,1
642,France,Male,40.0,138052.51,154863.15,1,1,1,0,1
850,Spain,Female,41.0,71179.31,99945.93,2,0,0,0,3
616,Germany,Male,39.0,55556.3,121704.32,2,0,0,0,2
526,Spain,Female,43.0,31705.19,0.0,2,0,0,0,3
523,Germany,Male,35.0,186118.93,138782.76,1,1,1,0,8
663,France,Male,35.0,195580.28,0.0,2,1,1,0,9
840,France,Male,30.0,54113.38,136291.71,1,0,0,0,8
570,Germany,Male,42.0,127528.84,107856.57,2,0,0,0,0
676,Germany,Female,26.0,60231.74,108348.66,1,0,0,1,1
689,France,Male,47.0,156878.42,93871.95,3,0,0,1,1
703,Spain,Female,45.0,182784.11,0.0,1,0,0,1,1
491,Germany,Male,19.0,129690.5,125860.2,1,0,0,0,2
584,France,Male,49.0,113860.81,172713.44,1,0,0,0,8
810,France,Female,51.0,184524.74,0.0,2,1,1,0,5
745,Spain,Female,59.0,36124.98,0.0,1,1,1,0,8
625,France,Female,39.0,121316.07,130786.92,1,1,1,0,3
535,France,Female,29.0,185630.76,112367.34,1,0,0,0,2
729,Spain,Female,45.0,71133.12,91091.06,2,0,0,0,7
655,France,Female,26.0,32020.42,106198.5,1,1,1,0,7
751,France,Male,47.0,162760.96,142669.93,2,0,0,0,5
525,France,Male,33.0,175178.56,112833.35,1,1,1,0,1
532,France,Female,40.0,177099.71,0.0,2,1,1,0,5
696,Spain,Female,43.0,66406.37,0.0,2,1,1,0,4
786,Germany,Female,32.0,59559.81,104336.43,2,0,0,0,2
580,France,Male,55.0,175750.21,104305.74,1,1,1,0,6
596,Germany,Male,47.0,174311.3,140187.1,2,1,1,0,5
683,France,Male,39.0,171716.81,0.0,2,0,0,0,4
747,France,Female,45.0,189362.39,114959.12,1,0,0,1,1
602,France,Male,33.0,180716.1,164704.38,1,1,1,1,5
779,France,Male,62.0,116977.89,119096.55,1,1,1,0,10
551,France,Male,31.0,185105.44,0.0,2,1,1,0,1
666,France,Male,47.0,35046.97,0.0,1,0,0,1,2
526,Spain,Male,30.0,36251.0,0.0,1,0,0,0,8
849,France,Female,41.0,103174.5,115465.28,1,0,0,0,9
471,France,Female,27.0,122642.09,0.0,2,0,0,0,4
628,Spain,Male,43.0,122937.57,184926.61,1,0,0,0,3
674,Germany,Male,43.0,8757.39,85957.88,2,0,0,0,8
797,France,Male,32.0,125782.29,114084.6,1,1,1,0,10
590,Spain,Female,29.0,122487.73,166930.76,2,0,0,0,2
588,France,Female,27.0,20066.38,0.0,1,0,0,0,8
577,France,Male,29.0,55473.15,0.0,2,1,1,0,7
571,France,Female,38.0,38962.94,107193.82,2,0,0,0,6
680,France,Male,36.0,63795.8,116275.12,1,1,1,0,3
648,Spain,Female,27.0,163060.43,0.0,2,1,1,0,7
618,France,Male,39.0,26578.69,91068.56,1,0,0,0,2
648,Germany,Male,41.0,5066.76,123049.21,1,1,1,0,5
759,France,Female,39.0,140497.67,0.0,2,1,1,0,6
585,France,Male,40.0,146156.98,0.0,2,0,0,0,7
774,France,Female,42.0,199316.19,137781.65,1,0,0,0,3
697,Germany,Female,48.0,103944.37,108128.96,2,1,1,0,2
605,Spain,Male,39.0,138021.36,105317.73,2,0,0,0,10
676,France,Male,20.0,68621.98,80569.73,1,0,0,0,1
678,France,Female,22.0,28149.06,174852.89,1,1,1,0,4
495,Spain,Female,45.0,135169.76,89158.94,3,0,0,1,3
787,France,Female,85.0,116537.96,0.0,2,1,1,0,10
770,France,Male,36.0,105922.69,89800.14,1,1,1,0,2
817,Germany,Male,45.0,88211.12,101207.75,1,0,0,1,9
659,France,Male,43.0,26900.63,106086.42,2,0,0,0,1
693,France,Male,21.0,3494.02,0.0,2,1,1,0,1
744,France,Male,47.0,113163.17,0.0,2,0,0,0,9
829,Spain,Female,26.0,19324.5,101440.36,2,1,1,0,8
716,France,Male,38.0,189678.7,0.0,2,0,0,0,4
671,France,Male,34.0,26387.71,106603.74,2,1,1,0,7
835,Germany,Female,29.0,106276.55,130420.2,2,0,0,0,10
636,France,Female,38.0,45015.38,0.0,1,0,0,0,1
649,Spain,Male,29.0,173495.77,45022.23,1,1,1,0,2
621,Germany,Male,27.0,52581.96,74298.43,1,1,1,0,1
658,Germany,Female,31.0,146339.27,133003.03,1,1,1,1,3
784,Spain,Male,48.0,182609.97,0.0,2,1,1,0,7
783,Spain,Female,37.0,197890.65,136689.66,1,0,0,0,1
615,France,Male,32.0,6225.63,0.0,2,1,1,0,4
791,France,Female,44.0,123977.86,0.0,2,1,1,1,5
762,France,Male,53.0,170195.4,102520.37,1,1,1,0,1
607,France,Male,35.0,114190.3,0.0,2,1,1,0,2
601,France,Female,34.0,27022.57,0.0,2,0,0,0,5
540,Spain,Male,67.0,59457.0,88382.01,1,1,1,0,1
812,France,Male,44.0,165038.41,115049.15,2,0,0,0,4
685,France,Male,58.0,154181.41,104796.54,1,1,1,0,1
680,France,Male,33.0,134960.98,123082.08,1,0,0,0,1
680,Spain,Female,58.0,65708.5,0.0,2,1,1,0,8
631,France,Female,33.0,117374.22,0.0,2,0,0,0,8
569,France,Female,43.0,77703.19,0.0,2,1,1,0,7
584,Germany,Male,33.0,177651.38,88311.48,2,1,1,0,3
582,France,Female,40.0,60954.45,0.0,3,1,1,0,9
609,France,Male,32.0,151924.9,71872.19,1,1,1,0,7
506,Spain,Male,35.0,26318.73,110046.93,2,0,0,0,6
503,France,Male,42.0,147557.71,104430.08,1,1,1,0,8
503,France,Female,28.0,125918.17,0.0,2,0,0,0,5
806,Germany,Male,31.0,190803.37,138653.51,1,0,0,0,10
653,France,Female,31.0,11043.54,102575.04,1,1,1,0,7
666,France,Male,43.0,119100.05,137780.74,2,1,1,1,7
674,Spain,Male,32.0,140579.17,0.0,2,0,0,0,2
798,France,Male,32.0,37731.95,0.0,2,1,1,0,7
740,France,Female,30.0,1852.58,105209.54,1,0,0,0,8
531,Germany,Female,32.0,172049.84,109570.21,2,1,1,0,0
614,Germany,Female,44.0,133591.11,118715.86,1,0,0,1,6
556,France,Male,35.0,192751.18,0.0,2,1,1,0,10
678,Germany,Female,43.0,193828.27,153393.18,2,1,1,0,2
587,Germany,Male,33.0,55775.72,132603.36,1,0,0,0,6
527,Spain,Female,36.0,102280.29,0.0,2,1,1,0,6
757,Germany,Female,34.0,44965.44,129398.01,2,0,0,0,1
468,Spain,Male,28.0,170661.02,0.0,2,0,0,0,3
693,France,Male,29.0,197145.89,151352.74,1,0,0,0,2
483,France,Female,44.0,192359.9,136836.49,1,0,0,1,5
466,France,Male,40.0,141210.18,91592.06,1,0,0,1,4
770,France,Female,30.0,100557.03,0.0,2,0,0,0,8
734,France,Female,54.0,130805.54,0.0,1,0,0,1,3
716,France,Female,22.0,92606.98,0.0,2,1,1,0,8
439,France,Male,36.0,123956.83,165536.28,2,1,1,0,2
538,Germany,Male,25.0,102758.43,62482.95,1,1,1,0,5
743,France,Male,40.0,94876.65,68155.59,1,0,0,0,8
734,Spain,Female,43.0,94811.85,55853.33,2,1,1,1,3
656,France,Male,37.0,67840.81,0.0,2,1,1,0,2
666,France,Female,31.0,4050.57,79589.43,1,0,0,0,2
627,Spain,Male,41.0,134665.25,100880.76,1,1,1,0,5
480,Germany,Female,25.0,181647.13,174330.35,2,0,0,0,3
792,France,Male,19.0,33282.84,143390.51,1,0,0,0,7
613,Germany,Male,59.0,27965.0,91415.76,1,0,0,1,8
476,Germany,Male,30.0,68343.53,134366.42,1,0,0,0,3
539,France,Female,24.0,198161.07,0.0,2,1,1,0,3
696,Spain,Male,60.0,196858.4,88786.81,1,1,1,0,8
810,Germany,Male,35.0,120511.03,96814.46,2,1,1,0,3
763,Germany,Male,32.0,30886.35,160680.41,1,0,0,0,9
640,France,Female,29.0,2743.69,0.0,2,0,0,0,3
655,France,Female,47.0,167778.62,0.0,2,0,0,0,10
526,Germany,Male,31.0,132404.64,145537.21,1,0,0,0,5
678,France,Female,28.0,144423.17,0.0,2,1,1,1,4
554,France,Female,45.0,181204.5,0.0,2,1,1,0,6
597,Spain,Female,30.0,182726.22,119370.11,1,1,1,1,2
560,Spain,Female,28.0,120880.72,0.0,2,1,1,0,1
850,Germany,Female,47.0,26812.89,134381.52,1,0,0,1,10
546,Germany,Female,74.0,66732.63,114888.74,2,1,1,1,8
623,Germany,Male,42.0,100834.22,149332.48,2,0,0,0,1
698,France,Female,40.0,107815.31,105061.74,3,0,0,1,7
620,France,Male,32.0,34665.79,0.0,2,1,1,0,7
619,France,Female,40.0,147093.84,0.0,1,1,1,1,10
561,France,Male,21.0,36942.35,0.0,1,1,1,0,4
753,France,Female,39.0,16460.77,155062.8,1,1,1,0,7
721,Spain,Male,43.0,45610.63,88798.34,1,0,0,0,3
451,France,Male,33.0,184954.11,0.0,2,0,0,0,6
680,Germany,Female,51.0,47795.43,143139.87,1,0,0,1,5
590,Spain,Female,23.0,196789.9,0.0,2,0,0,0,7
634,Germany,Male,27.0,173425.68,107027.52,1,0,0,0,3
676,France,Male,29.0,36221.18,140720.93,1,0,0,0,4
642,France,Male,30.0,174738.2,80964.57,2,0,0,0,8
760,France,Male,39.0,67131.3,178585.46,1,0,0,1,6
736,Spain,Female,26.0,165692.03,135889.13,1,1,1,0,4
656,France,Male,43.0,194691.95,134919.85,1,0,0,0,7
776,Germany,Male,33.0,129525.5,115130.34,1,0,0,1,8
832,Spain,Female,34.0,146511.2,138190.13,2,1,1,0,6
631,Germany,Male,37.0,51752.18,131519.49,2,1,1,0,9
795,Spain,Female,56.0,35418.69,0.0,1,0,0,1,5
648,Germany,Female,39.0,57995.74,126935.98,2,1,1,0,3
615,France,Male,39.0,108152.75,133707.09,1,1,1,0,4
682,France,Female,27.0,166144.98,97893.2,1,0,0,0,1
694,France,Male,34.0,101737.8,127900.03,1,0,0,0,5
694,France,Male,37.0,33326.71,143835.47,1,1,1,0,10
607,France,Male,44.0,81140.09,0.0,2,1,1,0,0
664,France,Male,48.0,140173.17,0.0,1,0,0,1,10
756,France,Male,60.0,166513.49,0.0,1,1,1,1,2
645,France,Female,40.0,103232.6,129596.77,1,1,1,0,3
653,Spain,Male,30.0,120736.04,0.0,2,0,0,0,4
710,Germany,Female,24.0,15832.43,110407.44,2,0,0,1,2
697,France,Female,76.0,188772.45,0.0,2,1,1,0,7
619,Germany,Female,41.0,114323.66,142015.76,2,0,0,0,8
648,Spain,Male,55.0,181534.04,81370.07,1,1,1,0,1
482,Germany,Female,48.0,102640.52,69329.47,1,0,0,1,2
548,France,Female,28.0,158585.17,116755.5,2,1,1,1,8
752,Spain,Male,44.0,178722.24,83870.33,1,0,0,0,6
648,France,Female,39.0,153955.38,130694.89,2,1,1,1,6
643,Spain,Female,34.0,65374.86,117451.47,1,0,0,0,8
573,Germany,Female,35.0,102986.15,206868.78,2,1,1,0,9
686,France,Female,39.0,136643.84,111695.62,1,0,0,0,3
644,France,Female,40.0,77063.63,137285.26,4,0,0,1,9
702,France,Female,29.0,9633.01,149218.39,1,1,1,0,6
652,France,Male,51.0,43496.36,0.0,2,1,1,0,7
641,Spain,Male,32.0,24267.28,0.0,2,1,1,0,7
692,Germany,Female,41.0,59354.24,130701.29,1,0,0,1,8
574,Spain,Male,34.0,28269.86,0.0,2,0,0,0,5
643,France,Female,31.0,143162.34,167949.48,1,0,0,0,3
834,France,Male,23.0,20199.3,131254.81,1,0,0,0,4
591,France,Male,28.0,48606.92,0.0,2,1,1,0,5
470,Spain,Male,34.0,89013.67,0.0,2,1,1,0,9
608,Spain,Male,34.0,59890.29,86656.13,1,1,1,0,7
649,Germany,Female,37.0,106655.88,114737.26,1,1,1,1,8
665,France,Female,38.0,156439.56,0.0,2,0,0,0,5
651,France,Female,39.0,24176.44,0.0,1,0,0,0,6
555,Germany,Male,62.0,43507.1,119817.33,1,1,1,1,4
637,France,Female,48.0,132005.85,130806.99,2,1,1,1,7
675,France,Female,49.0,80496.71,0.0,1,1,1,1,0
